Quarter,Industry,Sex,Employment status,Value,Flags
"Dec-14","Information media and telecommunications","Total","Part time employees",5400,
"Sep-14","Information media and telecommunications","Total","Part time employees",5100,
"Jun-14","Information media and telecommunications","Total","Part time employees",5400,
"Mar-14","Information media and telecommunications","Total","Part time employees",5500,
"Dec-13","Information media and telecommunications","Total","Part time employees",5700,
"Sep-13","Information media and telecommunications","Total","Part time employees",6300,
"Jun-13","Information media and telecommunications","Total","Part time employees",5700,
"Mar-13","Information media and telecommunications","Total","Part time employees",5700,
"Dec-12","Information media and telecommunications","Total","Part time employees",6000,
"Sep-12","Information media and telecommunications","Total","Part time employees",6400,
"Jun-12","Information media and telecommunications","Total","Part time employees",7000,
"Mar-12","Information media and telecommunications","Total","Part time employees",6200,
"Dec-11","Information media and telecommunications","Total","Part time employees",6100,
"Sep-11","Information media and telecommunications","Total","Part time employees",6800,
"Jun-11","Information media and telecommunications","Total","Part time employees",7000,
"Mar-11","Information media and telecommunications","Total","Part time employees",6800,
"Dec-10","Information media and telecommunications","Total","Part time employees",6900,
"Sep-10","Information media and telecommunications","Total","Part time employees",6700,
"Jun-10","Information media and telecommunications","Total","Part time employees",7100,
"Mar-10","Information media and telecommunications","Total","Part time employees",6900,
"Dec-09","Information media and telecommunications","Total","Part time employees",7400,
"Sep-09","Information media and telecommunications","Total","Part time employees",7200,
"Jun-09","Information media and telecommunications","Total","Part time employees",7500,
"Mar-09","Information media and telecommunications","Total","Part time employees",7700,
"Dec-08","Information media and telecommunications","Total","Part time employees",7500,
"Sep-08","Information media and telecommunications","Total","Part time employees",8000,
"Jun-08","Information media and telecommunications","Total","Part time employees",8000,
"Mar-08","Information media and telecommunications","Total","Part time employees",7700,
"Dec-07","Information media and telecommunications","Total","Part time employees",7800,
"Sep-07","Information media and telecommunications","Total","Part time employees",7900,
"Jun-07","Information media and telecommunications","Total","Part time employees",7300,
"Mar-07","Information media and telecommunications","Total","Part time employees",7300,
"Dec-06","Information media and telecommunications","Total","Part time employees",7800,
"Sep-06","Information media and telecommunications","Total","Part time employees",7500,
"Jun-06","Information media and telecommunications","Total","Part time employees",6900,
"Mar-06","Information media and telecommunications","Total","Part time employees",7100,
"Dec-05","Information media and telecommunications","Total","Part time employees",7100,
"Sep-05","Information media and telecommunications","Total","Part time employees",6900,
"Jun-05","Information media and telecommunications","Total","Part time employees",6800,
"Mar-05","Information media and telecommunications","Total","Part time employees",6600,
"Dec-04","Information media and telecommunications","Total","Part time employees",6500,
"Sep-04","Information media and telecommunications","Total","Part time employees",6500,
"Jun-04","Information media and telecommunications","Total","Part time employees",6900,
"Mar-04","Information media and telecommunications","Total","Part time employees",6500,
"Dec-03","Information media and telecommunications","Total","Part time employees",6700,
"Sep-03","Information media and telecommunications","Total","Part time employees",6500,
"Jun-03","Information media and telecommunications","Total","Part time employees",6600,
"Mar-03","Information media and telecommunications","Total","Part time employees",6700,
"Dec-02","Information media and telecommunications","Total","Part time employees",6700,
"Sep-02","Information media and telecommunications","Total","Part time employees",6900,
"Jun-02","Information media and telecommunications","Total","Part time employees",6700,
"Mar-02","Information media and telecommunications","Total","Part time employees",6600,
"Dec-01","Information media and telecommunications","Total","Part time employees",7400,
"Sep-01","Information media and telecommunications","Total","Part time employees",7000,
"Jun-01","Information media and telecommunications","Total","Part time employees",6800,
"Mar-01","Information media and telecommunications","Total","Part time employees",6800,
"Dec-00","Information media and telecommunications","Total","Part time employees",6900,
"Sep-00","Information media and telecommunications","Total","Part time employees",6500,
"Jun-00","Information media and telecommunications","Total","Part time employees",6500,
"Mar-00","Information media and telecommunications","Total","Part time employees",6400,
"Sep-15","Financial and insurance services","Total","Part time employees",7800,
"Jun-15","Financial and insurance services","Total","Part time employees",8400,
"Mar-15","Financial and insurance services","Total","Part time employees",8400,
"Dec-14","Financial and insurance services","Total","Part time employees",7400,
"Sep-14","Financial and insurance services","Total","Part time employees",7600,
"Jun-14","Financial and insurance services","Total","Part time employees",7400,
"Mar-14","Financial and insurance services","Total","Part time employees",7600,
"Dec-13","Financial and insurance services","Total","Part time employees",8200,
"Sep-13","Financial and insurance services","Total","Part time employees",7500,
"Jun-13","Financial and insurance services","Total","Part time employees",7100,
"Mar-13","Financial and insurance services","Total","Part time employees",7200,
"Dec-12","Financial and insurance services","Total","Part time employees",6900,
"Sep-12","Financial and insurance services","Total","Part time employees",7400,
"Jun-12","Financial and insurance services","Total","Part time employees",7300,
"Mar-12","Financial and insurance services","Total","Part time employees",7300,
"Dec-11","Financial and insurance services","Total","Part time employees",7400,
"Sep-11","Financial and insurance services","Total","Part time employees",7500,
"Jun-11","Financial and insurance services","Total","Part time employees",8000,
"Mar-11","Financial and insurance services","Total","Part time employees",7800,
"Dec-10","Financial and insurance services","Total","Part time employees",7900,
"Sep-10","Financial and insurance services","Total","Part time employees",8000,
"Jun-10","Financial and insurance services","Total","Part time employees",7500,
"Mar-10","Financial and insurance services","Total","Part time employees",8400,
"Dec-09","Financial and insurance services","Total","Part time employees",8500,
"Sep-09","Financial and insurance services","Total","Part time employees",8200,
"Jun-09","Financial and insurance services","Total","Part time employees",8100,
"Mar-09","Financial and insurance services","Total","Part time employees",8100,
"Dec-08","Financial and insurance services","Total","Part time employees",8800,
"Sep-08","Financial and insurance services","Total","Part time employees",8700,
"Jun-08","Financial and insurance services","Total","Part time employees",8700,
"Mar-08","Financial and insurance services","Total","Part time employees",8600,
"Dec-07","Financial and insurance services","Total","Part time employees",8600,
"Sep-07","Financial and insurance services","Total","Part time employees",8000,
"Jun-07","Financial and insurance services","Total","Part time employees",7600,
"Mar-07","Financial and insurance services","Total","Part time employees",8000,
"Dec-06","Financial and insurance services","Total","Part time employees",8100,
"Sep-06","Financial and insurance services","Total","Part time employees",8100,
"Jun-06","Financial and insurance services","Total","Part time employees",8700,
"Mar-06","Financial and insurance services","Total","Part time employees",8700,
"Dec-05","Financial and insurance services","Total","Part time employees",8400,
"Sep-05","Financial and insurance services","Total","Part time employees",8600,
"Jun-05","Financial and insurance services","Total","Part time employees",8400,
"Mar-05","Financial and insurance services","Total","Part time employees",8600,
"Dec-04","Financial and insurance services","Total","Part time employees",7700,
"Sep-04","Financial and insurance services","Total","Part time employees",8100,
"Jun-04","Financial and insurance services","Total","Part time employees",8000,
"Mar-04","Financial and insurance services","Total","Part time employees",7900,
"Dec-03","Financial and insurance services","Total","Part time employees",7700,
"Sep-03","Financial and insurance services","Total","Part time employees",7900,
"Jun-03","Financial and insurance services","Total","Part time employees",7400,
"Mar-03","Financial and insurance services","Total","Part time employees",7100,
"Dec-02","Financial and insurance services","Total","Part time employees",6600,
"Sep-02","Financial and insurance services","Total","Part time employees",7100,
"Jun-02","Financial and insurance services","Total","Part time employees",6900,
"Mar-02","Financial and insurance services","Total","Part time employees",6600,
"Dec-01","Financial and insurance services","Total","Part time employees",6600,
"Sep-01","Financial and insurance services","Total","Part time employees",6400,
"Jun-01","Financial and insurance services","Total","Part time employees",6600,
"Mar-01","Financial and insurance services","Total","Part time employees",6100,
"Dec-00","Financial and insurance services","Total","Part time employees",6500,
"Sep-00","Financial and insurance services","Total","Part time employees",6400,
"Jun-00","Financial and insurance services","Total","Part time employees",6900,
"Mar-00","Financial and insurance services","Total","Part time employees",6700,
"Sep-15","Rental, hiring and real estate services","Total","Part time employees",6100,
"Jun-15","Rental, hiring and real estate services","Total","Part time employees",5600,
"Mar-15","Rental, hiring and real estate services","Total","Part time employees",6600,
"Dec-14","Rental, hiring and real estate services","Total","Part time employees",5600,
"Sep-14","Rental, hiring and real estate services","Total","Part time employees",6400,
"Jun-14","Rental, hiring and real estate services","Total","Part time employees",5800,
"Mar-14","Rental, hiring and real estate services","Total","Part time employees",5000,
"Dec-13","Rental, hiring and real estate services","Total","Part time employees",5700,
"Sep-13","Rental, hiring and real estate services","Total","Part time employees",5200,
"Jun-13","Rental, hiring and real estate services","Total","Part time employees",5600,
"Mar-13","Rental, hiring and real estate services","Total","Part time employees",6100,
"Dec-12","Rental, hiring and real estate services","Total","Part time employees",6000,
"Sep-12","Rental, hiring and real estate services","Total","Part time employees",5900,
"Jun-12","Rental, hiring and real estate services","Total","Part time employees",5800,
"Mar-12","Rental, hiring and real estate services","Total","Part time employees",6600,
"Dec-11","Rental, hiring and real estate services","Total","Part time employees",6400,
"Sep-11","Rental, hiring and real estate services","Total","Part time employees",6300,
"Jun-11","Rental, hiring and real estate services","Total","Part time employees",6700,
"Mar-11","Rental, hiring and real estate services","Total","Part time employees",6400,
"Dec-10","Rental, hiring and real estate services","Total","Part time employees",8200,
"Sep-10","Rental, hiring and real estate services","Total","Part time employees",6800,
"Jun-10","Rental, hiring and real estate services","Total","Part time employees",7700,
"Mar-10","Rental, hiring and real estate services","Total","Part time employees",7700,
"Dec-09","Rental, hiring and real estate services","Total","Part time employees",9300,
"Sep-09","Rental, hiring and real estate services","Total","Part time employees",7900,
"Jun-09","Rental, hiring and real estate services","Total","Part time employees",7100,
"Mar-09","Rental, hiring and real estate services","Total","Part time employees",7000,
"Dec-08","Rental, hiring and real estate services","Total","Part time employees",7100,
"Sep-08","Rental, hiring and real estate services","Total","Part time employees",7300,
"Jun-08","Rental, hiring and real estate services","Total","Part time employees",7700,
"Mar-08","Rental, hiring and real estate services","Total","Part time employees",7500,
"Dec-07","Rental, hiring and real estate services","Total","Part time employees",8200,
"Sep-07","Rental, hiring and real estate services","Total","Part time employees",8200,
"Jun-07","Rental, hiring and real estate services","Total","Part time employees",8000,
"Mar-07","Rental, hiring and real estate services","Total","Part time employees",7800,
"Dec-06","Rental, hiring and real estate services","Total","Part time employees",8000,
"Sep-06","Rental, hiring and real estate services","Total","Part time employees",7700,
"Jun-06","Rental, hiring and real estate services","Total","Part time employees",7600,
"Mar-06","Rental, hiring and real estate services","Total","Part time employees",7700,
"Dec-05","Rental, hiring and real estate services","Total","Part time employees",8300,
"Sep-05","Rental, hiring and real estate services","Total","Part time employees",8300,
"Jun-05","Rental, hiring and real estate services","Total","Part time employees",8100,
"Mar-05","Rental, hiring and real estate services","Total","Part time employees",8300,
"Dec-04","Rental, hiring and real estate services","Total","Part time employees",8400,
"Sep-04","Rental, hiring and real estate services","Total","Part time employees",8000,
"Jun-04","Rental, hiring and real estate services","Total","Part time employees",7200,
"Mar-04","Rental, hiring and real estate services","Total","Part time employees",7000,
"Dec-03","Rental, hiring and real estate services","Total","Part time employees",7800,
"Sep-03","Rental, hiring and real estate services","Total","Part time employees",7700,
"Jun-03","Rental, hiring and real estate services","Total","Part time employees",7000,
"Mar-03","Rental, hiring and real estate services","Total","Part time employees",6700,
"Dec-02","Rental, hiring and real estate services","Total","Part time employees",7000,
"Sep-02","Rental, hiring and real estate services","Total","Part time employees",6900,
"Jun-02","Rental, hiring and real estate services","Total","Part time employees",6800,
"Mar-02","Rental, hiring and real estate services","Total","Part time employees",6900,
"Dec-01","Rental, hiring and real estate services","Total","Part time employees",7000,
"Sep-01","Rental, hiring and real estate services","Total","Part time employees",6900,
"Jun-01","Rental, hiring and real estate services","Total","Part time employees",6900,
"Mar-01","Rental, hiring and real estate services","Total","Part time employees",7700,
"Dec-00","Rental, hiring and real estate services","Total","Part time employees",7400,
"Sep-00","Rental, hiring and real estate services","Total","Part time employees",6700,
"Jun-00","Rental, hiring and real estate services","Total","Part time employees",6800,
"Mar-00","Rental, hiring and real estate services","Total","Part time employees",6300,
"Sep-15","Professional, scientific, technical, administrative and support services","Total","Part time employees",57800,
"Jun-15","Professional, scientific, technical, administrative and support services","Total","Part time employees",57700,
"Mar-15","Professional, scientific, technical, administrative and support services","Total","Part time employees",58800,
"Dec-14","Professional, scientific, technical, administrative and support services","Total","Part time employees",56000,
"Sep-14","Professional, scientific, technical, administrative and support services","Total","Part time employees",59600,
"Jun-14","Professional, scientific, technical, administrative and support services","Total","Part time employees",59700,
"Mar-14","Professional, scientific, technical, administrative and support services","Total","Part time employees",58700,
"Dec-13","Professional, scientific, technical, administrative and support services","Total","Part time employees",56700,
"Sep-13","Professional, scientific, technical, administrative and support services","Total","Part time employees",55700,
"Jun-13","Professional, scientific, technical, administrative and support services","Total","Part time employees",58000,
"Mar-13","Professional, scientific, technical, administrative and support services","Total","Part time employees",57200,
"Dec-12","Professional, scientific, technical, administrative and support services","Total","Part time employees",54000,
"Sep-12","Professional, scientific, technical, administrative and support services","Total","Part time employees",52300,
"Jun-12","Professional, scientific, technical, administrative and support services","Total","Part time employees",58000,
"Mar-12","Professional, scientific, technical, administrative and support services","Total","Part time employees",60400,
"Dec-11","Professional, scientific, technical, administrative and support services","Total","Part time employees",63500,
"Sep-11","Professional, scientific, technical, administrative and support services","Total","Part time employees",63200,
"Jun-11","Professional, scientific, technical, administrative and support services","Total","Part time employees",62100,
"Mar-11","Professional, scientific, technical, administrative and support services","Total","Part time employees",61700,
"Dec-10","Professional, scientific, technical, administrative and support services","Total","Part time employees",59500,
"Sep-10","Professional, scientific, technical, administrative and support services","Total","Part time employees",58500,
"Jun-10","Professional, scientific, technical, administrative and support services","Total","Part time employees",57900,
"Mar-10","Professional, scientific, technical, administrative and support services","Total","Part time employees",55200,
"Dec-09","Professional, scientific, technical, administrative and support services","Total","Part time employees",57300,
"Sep-09","Professional, scientific, technical, administrative and support services","Total","Part time employees",54300,
"Jun-09","Professional, scientific, technical, administrative and support services","Total","Part time employees",51100,
"Mar-09","Professional, scientific, technical, administrative and support services","Total","Part time employees",50600,
"Dec-08","Professional, scientific, technical, administrative and support services","Total","Part time employees",51500,
"Sep-08","Professional, scientific, technical, administrative and support services","Total","Part time employees",53000,
"Jun-08","Professional, scientific, technical, administrative and support services","Total","Part time employees",56000,
"Mar-08","Professional, scientific, technical, administrative and support services","Total","Part time employees",54500,
"Dec-07","Professional, scientific, technical, administrative and support services","Total","Part time employees",59300,
"Sep-07","Professional, scientific, technical, administrative and support services","Total","Part time employees",58900,
"Jun-07","Professional, scientific, technical, administrative and support services","Total","Part time employees",57300,
"Mar-07","Professional, scientific, technical, administrative and support services","Total","Part time employees",56200,
"Dec-06","Professional, scientific, technical, administrative and support services","Total","Part time employees",57600,
"Sep-06","Professional, scientific, technical, administrative and support services","Total","Part time employees",55400,
"Jun-06","Professional, scientific, technical, administrative and support services","Total","Part time employees",54700,
"Mar-06","Professional, scientific, technical, administrative and support services","Total","Part time employees",55400,
"Dec-05","Professional, scientific, technical, administrative and support services","Total","Part time employees",59300,
"Sep-05","Professional, scientific, technical, administrative and support services","Total","Part time employees",59700,
"Jun-05","Professional, scientific, technical, administrative and support services","Total","Part time employees",58300,
"Mar-05","Professional, scientific, technical, administrative and support services","Total","Part time employees",59900,
"Dec-04","Professional, scientific, technical, administrative and support services","Total","Part time employees",60200,
"Sep-04","Professional, scientific, technical, administrative and support services","Total","Part time employees",57600,
"Jun-04","Professional, scientific, technical, administrative and support services","Total","Part time employees",52300,
"Mar-04","Professional, scientific, technical, administrative and support services","Total","Part time employees",50300,
"Dec-03","Professional, scientific, technical, administrative and support services","Total","Part time employees",56100,
"Sep-03","Professional, scientific, technical, administrative and support services","Total","Part time employees",55700,
"Jun-03","Professional, scientific, technical, administrative and support services","Total","Part time employees",50700,
"Mar-03","Professional, scientific, technical, administrative and support services","Total","Part time employees",48900,
"Dec-02","Professional, scientific, technical, administrative and support services","Total","Part time employees",50600,
"Sep-02","Professional, scientific, technical, administrative and support services","Total","Part time employees",49900,
"Jun-02","Professional, scientific, technical, administrative and support services","Total","Part time employees",49000,
"Mar-02","Professional, scientific, technical, administrative and support services","Total","Part time employees",49600,
"Dec-01","Professional, scientific, technical, administrative and support services","Total","Part time employees",50800,
"Sep-01","Professional, scientific, technical, administrative and support services","Total","Part time employees",49500,
"Jun-01","Professional, scientific, technical, administrative and support services","Total","Part time employees",49500,
"Mar-01","Professional, scientific, technical, administrative and support services","Total","Part time employees",55000,
"Dec-00","Professional, scientific, technical, administrative and support services","Total","Part time employees",53100,
"Sep-00","Professional, scientific, technical, administrative and support services","Total","Part time employees",48100,
"Jun-00","Professional, scientific, technical, administrative and support services","Total","Part time employees",49000,
"Mar-00","Professional, scientific, technical, administrative and support services","Total","Part time employees",45300,
"Sep-15","Public administration and safety","Total","Part time employees",12800,
"Jun-15","Public administration and safety","Total","Part time employees",11500,
"Mar-15","Public administration and safety","Total","Part time employees",13800,
"Dec-14","Public administration and safety","Total","Part time employees",12200,
"Sep-14","Public administration and safety","Total","Part time employees",12900,
"Jun-14","Public administration and safety","Total","Part time employees",12700,
"Mar-14","Public administration and safety","Total","Part time employees",13700,
"Dec-13","Public administration and safety","Total","Part time employees",13000,
"Sep-13","Public administration and safety","Total","Part time employees",11400,
"Jun-13","Public administration and safety","Total","Part time employees",12200,
"Mar-13","Public administration and safety","Total","Part time employees",14100,
"Dec-12","Public administration and safety","Total","Part time employees",13200,
"Sep-12","Public administration and safety","Total","Part time employees",13800,
"Jun-12","Public administration and safety","Total","Part time employees",13500,
"Mar-12","Public administration and safety","Total","Part time employees",13200,
"Dec-11","Public administration and safety","Total","Part time employees",16000,
"Sep-11","Public administration and safety","Total","Part time employees",14300,
"Jun-11","Public administration and safety","Total","Part time employees",14100,
"Mar-11","Public administration and safety","Total","Part time employees",15400,
"Dec-10","Public administration and safety","Total","Part time employees",12800,
"Sep-10","Public administration and safety","Total","Part time employees",13300,
"Jun-10","Public administration and safety","Total","Part time employees",12500,
"Mar-10","Public administration and safety","Total","Part time employees",12000,
"Dec-09","Public administration and safety","Total","Part time employees",13000,
"Sep-09","Public administration and safety","Total","Part time employees",12000,
"Jun-09","Public administration and safety","Total","Part time employees",12800,
"Mar-09","Public administration and safety","Total","Part time employees",12200,
"Dec-08","Public administration and safety","Total","Part time employees",12100,
"Sep-08","Public administration and safety","Total","Part time employees",11500,
"Jun-08","Public administration and safety","Total","Part time employees",13300,
"Mar-08","Public administration and safety","Total","Part time employees",12500,
"Dec-07","Public administration and safety","Total","Part time employees",12200,
"Sep-07","Public administration and safety","Total","Part time employees",11500,
"Jun-07","Public administration and safety","Total","Part time employees",11300,
"Mar-07","Public administration and safety","Total","Part time employees",10900,
"Dec-06","Public administration and safety","Total","Part time employees",11200,
"Sep-06","Public administration and safety","Total","Part time employees",10900,
"Jun-06","Public administration and safety","Total","Part time employees",10600,
"Mar-06","Public administration and safety","Total","Part time employees",10400,
"Dec-05","Public administration and safety","Total","Part time employees",10800,
"Sep-05","Public administration and safety","Total","Part time employees",11100,
"Jun-05","Public administration and safety","Total","Part time employees",10600,
"Mar-05","Public administration and safety","Total","Part time employees",10700,
"Dec-04","Public administration and safety","Total","Part time employees",9700,
"Sep-04","Public administration and safety","Total","Part time employees",9200,
"Jun-04","Public administration and safety","Total","Part time employees",8600,
"Mar-04","Public administration and safety","Total","Part time employees",8100,
"Dec-03","Public administration and safety","Total","Part time employees",8300,
"Sep-03","Public administration and safety","Total","Part time employees",8100,
"Jun-03","Public administration and safety","Total","Part time employees",7700,
"Mar-03","Public administration and safety","Total","Part time employees",7300,
"Dec-02","Public administration and safety","Total","Part time employees",7400,
"Sep-02","Public administration and safety","Total","Part time employees",7300,
"Jun-02","Public administration and safety","Total","Part time employees",7600,
"Mar-02","Public administration and safety","Total","Part time employees",7500,
"Dec-01","Public administration and safety","Total","Part time employees",7800,
"Sep-01","Public administration and safety","Total","Part time employees",7700,
"Jun-01","Public administration and safety","Total","Part time employees",7300,
"Mar-01","Public administration and safety","Total","Part time employees",12700,
"Dec-00","Public administration and safety","Total","Part time employees",7600,
"Sep-00","Public administration and safety","Total","Part time employees",7500,
"Jun-00","Public administration and safety","Total","Part time employees",7100,
"Mar-00","Public administration and safety","Total","Part time employees",7100,
"Sep-15","Education and training","Total","Part time employees",52900,
"Jun-15","Education and training","Total","Part time employees",51800,
"Mar-15","Education and training","Total","Part time employees",34700,
"Dec-14","Education and training","Total","Part time employees",55300,
"Sep-14","Education and training","Total","Part time employees",54700,
"Jun-14","Education and training","Total","Part time employees",51500,
"Mar-14","Education and training","Total","Part time employees",37600,
"Dec-13","Education and training","Total","Part time employees",54800,
"Sep-13","Education and training","Total","Part time employees",57300,
"Jun-13","Education and training","Total","Part time employees",53100,
"Mar-13","Education and training","Total","Part time employees",35300,
"Dec-12","Education and training","Total","Part time employees",51100,
"Sep-12","Education and training","Total","Part time employees",50400,
"Jun-12","Education and training","Total","Part time employees",53400,
"Mar-12","Education and training","Total","Part time employees",33100,
"Dec-11","Education and training","Total","Part time employees",52500,
"Sep-11","Education and training","Total","Part time employees",52600,
"Jun-11","Education and training","Total","Part time employees",55200,
"Mar-11","Education and training","Total","Part time employees",36100,
"Dec-10","Education and training","Total","Part time employees",54600,
"Sep-10","Education and training","Total","Part time employees",54300,
"Jun-10","Education and training","Total","Part time employees",52500,
"Mar-10","Education and training","Total","Part time employees",34300,
"Dec-09","Education and training","Total","Part time employees",53200,
"Sep-09","Education and training","Total","Part time employees",55300,
"Jun-09","Education and training","Total","Part time employees",55600,
"Mar-09","Education and training","Total","Part time employees",35700,
"Dec-08","Education and training","Total","Part time employees",53700,
"Sep-08","Education and training","Total","Part time employees",55800,
"Jun-08","Education and training","Total","Part time employees",55000,
"Mar-08","Education and training","Total","Part time employees",35000,
"Dec-07","Education and training","Total","Part time employees",55600,
"Sep-07","Education and training","Total","Part time employees",56400,
"Jun-07","Education and training","Total","Part time employees",54200,
"Mar-07","Education and training","Total","Part time employees",31000,
"Dec-06","Education and training","Total","Part time employees",52900,
"Sep-06","Education and training","Total","Part time employees",53000,
"Jun-06","Education and training","Total","Part time employees",50800,
"Mar-06","Education and training","Total","Part time employees",31400,
"Dec-05","Education and training","Total","Part time employees",54500,
"Sep-05","Education and training","Total","Part time employees",54200,
"Jun-05","Education and training","Total","Part time employees",41500,
"Mar-05","Education and training","Total","Part time employees",37900,
"Dec-04","Education and training","Total","Part time employees",54400,
"Sep-04","Education and training","Total","Part time employees",55700,
"Jun-04","Education and training","Total","Part time employees",52400,
"Mar-04","Education and training","Total","Part time employees",39400,
"Dec-03","Education and training","Total","Part time employees",55600,
"Sep-03","Education and training","Total","Part time employees",56000,
"Jun-03","Education and training","Total","Part time employees",54100,
"Mar-03","Education and training","Total","Part time employees",41100,
"Dec-02","Education and training","Total","Part time employees",51600,
"Sep-02","Education and training","Total","Part time employees",51600,
"Jun-02","Education and training","Total","Part time employees",50200,
"Mar-02","Education and training","Total","Part time employees",38300,
"Dec-01","Education and training","Total","Part time employees",51200,
"Sep-01","Education and training","Total","Part time employees",50300,
"Jun-01","Education and training","Total","Part time employees",49500,
"Mar-01","Education and training","Total","Part time employees",39500,
"Dec-00","Education and training","Total","Part time employees",52900,
"Sep-00","Education and training","Total","Part time employees",53100,
"Jun-00","Education and training","Total","Part time employees",51900,
"Mar-00","Education and training","Total","Part time employees",44500,
"Sep-15","Health care and social assistance","Total","Part time employees",98800,
"Jun-15","Health care and social assistance","Total","Part time employees",97300,
"Mar-15","Health care and social assistance","Total","Part time employees",90400,
"Dec-14","Health care and social assistance","Total","Part time employees",93300,
"Sep-14","Health care and social assistance","Total","Part time employees",92400,
"Jun-14","Health care and social assistance","Total","Part time employees",88200,
"Mar-14","Health care and social assistance","Total","Part time employees",94500,
"Dec-13","Health care and social assistance","Total","Part time employees",93000,
"Sep-13","Health care and social assistance","Total","Part time employees",92600,
"Jun-13","Health care and social assistance","Total","Part time employees",91500,
"Mar-13","Health care and social assistance","Total","Part time employees",90800,
"Dec-12","Health care and social assistance","Total","Part time employees",92800,
"Sep-12","Health care and social assistance","Total","Part time employees",91300,
"Jun-12","Health care and social assistance","Total","Part time employees",89700,
"Mar-12","Health care and social assistance","Total","Part time employees",87500,
"Dec-11","Health care and social assistance","Total","Part time employees",89000,
"Sep-11","Health care and social assistance","Total","Part time employees",91200,
"Jun-11","Health care and social assistance","Total","Part time employees",92200,
"Mar-11","Health care and social assistance","Total","Part time employees",87300,
"Dec-10","Health care and social assistance","Total","Part time employees",92800,
"Sep-10","Health care and social assistance","Total","Part time employees",92400,
"Jun-10","Health care and social assistance","Total","Part time employees",90300,
"Mar-10","Health care and social assistance","Total","Part time employees",90100,
"Dec-09","Health care and social assistance","Total","Part time employees",87800,
"Sep-09","Health care and social assistance","Total","Part time employees",89000,
"Jun-09","Health care and social assistance","Total","Part time employees",87800,
"Mar-09","Health care and social assistance","Total","Part time employees",83900,
"Dec-08","Health care and social assistance","Total","Part time employees",84800,
"Sep-08","Health care and social assistance","Total","Part time employees",83300,
"Jun-08","Health care and social assistance","Total","Part time employees",84800,
"Mar-08","Health care and social assistance","Total","Part time employees",83000,
"Dec-07","Health care and social assistance","Total","Part time employees",82800,
"Sep-07","Health care and social assistance","Total","Part time employees",81600,
"Jun-07","Health care and social assistance","Total","Part time employees",81400,
"Mar-07","Health care and social assistance","Total","Part time employees",85200,
"Dec-06","Health care and social assistance","Total","Part time employees",82900,
"Sep-06","Health care and social assistance","Total","Part time employees",83300,
"Jun-06","Health care and social assistance","Total","Part time employees",84700,
"Mar-06","Health care and social assistance","Total","Part time employees",82800,
"Dec-05","Health care and social assistance","Total","Part time employees",84400,
"Sep-05","Health care and social assistance","Total","Part time employees",83400,
"Jun-05","Health care and social assistance","Total","Part time employees",82800,
"Mar-05","Health care and social assistance","Total","Part time employees",84300,
"Dec-04","Health care and social assistance","Total","Part time employees",86000,
"Sep-04","Health care and social assistance","Total","Part time employees",83700,
"Jun-04","Health care and social assistance","Total","Part time employees",86400,
"Mar-04","Health care and social assistance","Total","Part time employees",83100,
"Dec-03","Health care and social assistance","Total","Part time employees",84000,
"Sep-03","Health care and social assistance","Total","Part time employees",83400,
"Jun-03","Health care and social assistance","Total","Part time employees",82000,
"Mar-03","Health care and social assistance","Total","Part time employees",82400,
"Dec-02","Health care and social assistance","Total","Part time employees",81800,
"Sep-02","Health care and social assistance","Total","Part time employees",80200,
"Jun-02","Health care and social assistance","Total","Part time employees",79900,
"Mar-02","Health care and social assistance","Total","Part time employees",77200,
"Dec-01","Health care and social assistance","Total","Part time employees",79500,
"Sep-01","Health care and social assistance","Total","Part time employees",78800,
"Jun-01","Health care and social assistance","Total","Part time employees",76000,
"Mar-01","Health care and social assistance","Total","Part time employees",75600,
"Dec-00","Health care and social assistance","Total","Part time employees",77300,
"Sep-00","Health care and social assistance","Total","Part time employees",78900,
"Jun-00","Health care and social assistance","Total","Part time employees",75000,
"Mar-00","Health care and social assistance","Total","Part time employees",70900,
"Sep-15","Arts, recreation and other services","Total","Part time employees",33300,
"Jun-15","Arts, recreation and other services","Total","Part time employees",35800,
"Mar-15","Arts, recreation and other services","Total","Part time employees",35100,
"Dec-14","Arts, recreation and other services","Total","Part time employees",36900,
"Sep-14","Arts, recreation and other services","Total","Part time employees",33600,
"Jun-14","Arts, recreation and other services","Total","Part time employees",35400,
"Mar-14","Arts, recreation and other services","Total","Part time employees",36700,
"Dec-13","Arts, recreation and other services","Total","Part time employees",34700,
"Sep-13","Arts, recreation and other services","Total","Part time employees",33600,
"Jun-13","Arts, recreation and other services","Total","Part time employees",36000,
"Mar-13","Arts, recreation and other services","Total","Part time employees",33200,
"Dec-12","Arts, recreation and other services","Total","Part time employees",32800,
"Sep-12","Arts, recreation and other services","Total","Part time employees",32400,
"Jun-12","Arts, recreation and other services","Total","Part time employees",32600,
"Mar-12","Arts, recreation and other services","Total","Part time employees",33900,
"Dec-11","Arts, recreation and other services","Total","Part time employees",33300,
"Sep-11","Arts, recreation and other services","Total","Part time employees",31500,
"Jun-11","Arts, recreation and other services","Total","Part time employees",32300,
"Mar-11","Arts, recreation and other services","Total","Part time employees",32500,
"Dec-10","Arts, recreation and other services","Total","Part time employees",33300,
"Sep-10","Arts, recreation and other services","Total","Part time employees",34200,
"Jun-10","Arts, recreation and other services","Total","Part time employees",35700,
