Quarter,Industry,Sex,Employment status,Value,Flags
Dec-14,Education and training,Male,Working proprietors,600,
Dec-14,Education and training,Female,Working proprietors,1100,
Sep-14,Education and training,Male,Working proprietors,500,
Sep-14,Education and training,Female,Working proprietors,1200,
Jun-14,Education and training,Male,Working proprietors,500,
Jun-14,Education and training,Female,Working proprietors,1100,
Mar-14,Education and training,Male,Working proprietors,400,
Mar-14,Education and training,Female,Working proprietors,900,
Dec-13,Education and training,Male,Working proprietors,400,
Dec-13,Education and training,Female,Working proprietors,1000,
Sep-13,Education and training,Male,Working proprietors,500,
Sep-13,Education and training,Female,Working proprietors,1000,
Jun-13,Education and training,Male,Working proprietors,600,
Jun-13,Education and training,Female,Working proprietors,900,
Mar-13,Education and training,Male,Working proprietors,600,
Mar-13,Education and training,Female,Working proprietors,1000,
Dec-12,Education and training,Male,Working proprietors,500,
Dec-12,Education and training,Female,Working proprietors,1100,
Sep-12,Education and training,Male,Working proprietors,400,
Sep-12,Education and training,Female,Working proprietors,900,
Jun-12,Education and training,Male,Working proprietors,400,
Jun-12,Education and training,Female,Working proprietors,800,
Mar-12,Education and training,Male,Working proprietors,400,
Mar-12,Education and training,Female,Working proprietors,600,
Dec-11,Education and training,Male,Working proprietors,400,
Dec-11,Education and training,Female,Working proprietors,900,
Sep-11,Education and training,Male,Working proprietors,600,
Sep-11,Education and training,Female,Working proprietors,700,
Jun-11,Education and training,Male,Working proprietors,500,
Jun-11,Education and training,Female,Working proprietors,800,
Mar-11,Education and training,Male,Working proprietors,500,
Mar-11,Education and training,Female,Working proprietors,700,
Dec-10,Education and training,Male,Working proprietors,500,
Dec-10,Education and training,Female,Working proprietors,800,
Sep-10,Education and training,Male,Working proprietors,400,
Sep-10,Education and training,Female,Working proprietors,800,
Jun-10,Education and training,Male,Working proprietors,600,
Jun-10,Education and training,Female,Working proprietors,1000,
Mar-10,Education and training,Male,Working proprietors,500,
Mar-10,Education and training,Female,Working proprietors,1000,
Dec-09,Education and training,Male,Working proprietors,600,
Dec-09,Education and training,Female,Working proprietors,1000,
Sep-09,Education and training,Male,Working proprietors,600,
Sep-09,Education and training,Female,Working proprietors,1100,
Jun-09,Education and training,Male,Working proprietors,1100,
Jun-09,Education and training,Female,Working proprietors,1600,
Mar-09,Education and training,Male,Working proprietors,600,
Mar-09,Education and training,Female,Working proprietors,1800,
Dec-08,Education and training,Male,Working proprietors,600,
Dec-08,Education and training,Female,Working proprietors,2000,
Sep-08,Education and training,Male,Working proprietors,600,
Sep-08,Education and training,Female,Working proprietors,1300,
Jun-08,Education and training,Male,Working proprietors,700,
Jun-08,Education and training,Female,Working proprietors,1100,
Mar-08,Education and training,Male,Working proprietors,600,
Mar-08,Education and training,Female,Working proprietors,1000,
Dec-07,Education and training,Male,Working proprietors,700,
Dec-07,Education and training,Female,Working proprietors,1100,
Sep-07,Education and training,Male,Working proprietors,500,
Sep-07,Education and training,Female,Working proprietors,1100,
Jun-07,Education and training,Male,Working proprietors,600,
Jun-07,Education and training,Female,Working proprietors,1100,
Mar-07,Education and training,Male,Working proprietors,500,
Mar-07,Education and training,Female,Working proprietors,1000,
Dec-06,Education and training,Male,Working proprietors,500,
Dec-06,Education and training,Female,Working proprietors,900,
Sep-06,Education and training,Male,Working proprietors,600,
Sep-06,Education and training,Female,Working proprietors,1300,
Jun-06,Education and training,Male,Working proprietors,1000,
Jun-06,Education and training,Female,Working proprietors,1400,
Mar-06,Education and training,Male,Working proprietors,500,
Mar-06,Education and training,Female,Working proprietors,1200,
Dec-05,Education and training,Male,Working proprietors,500,
Dec-05,Education and training,Female,Working proprietors,1100,
Sep-05,Education and training,Male,Working proprietors,400,
Sep-05,Education and training,Female,Working proprietors,1300,
Jun-05,Education and training,Male,Working proprietors,500,
Jun-05,Education and training,Female,Working proprietors,1500,
Mar-05,Education and training,Male,Working proprietors,500,
Mar-05,Education and training,Female,Working proprietors,1100,
Dec-04,Education and training,Male,Working proprietors,600,
Dec-04,Education and training,Female,Working proprietors,1300,
Sep-04,Education and training,Male,Working proprietors,500,
Sep-04,Education and training,Female,Working proprietors,900,
Jun-04,Education and training,Male,Working proprietors,500,
Jun-04,Education and training,Female,Working proprietors,900,
Mar-04,Education and training,Male,Working proprietors,500,
Mar-04,Education and training,Female,Working proprietors,900,
Dec-03,Education and training,Male,Working proprietors,700,
Dec-03,Education and training,Female,Working proprietors,1000,
Sep-03,Education and training,Male,Working proprietors,500,
Sep-03,Education and training,Female,Working proprietors,1300,
Jun-03,Education and training,Male,Working proprietors,400,
Jun-03,Education and training,Female,Working proprietors,600,
Mar-03,Education and training,Male,Working proprietors,400,
Mar-03,Education and training,Female,Working proprietors,500,
Dec-02,Education and training,Male,Working proprietors,500,
Dec-02,Education and training,Female,Working proprietors,600,
Sep-02,Education and training,Male,Working proprietors,500,
Sep-02,Education and training,Female,Working proprietors,600,
Jun-02,Education and training,Male,Working proprietors,600,
Jun-02,Education and training,Female,Working proprietors,500,
Mar-02,Education and training,Male,Working proprietors,600,
Mar-02,Education and training,Female,Working proprietors,500,
Dec-01,Education and training,Male,Working proprietors,600,
Dec-01,Education and training,Female,Working proprietors,600,
Sep-01,Education and training,Male,Working proprietors,500,
Sep-01,Education and training,Female,Working proprietors,600,
Jun-01,Education and training,Male,Working proprietors,500,
Jun-01,Education and training,Female,Working proprietors,600,
Mar-01,Education and training,Male,Working proprietors,500,
Mar-01,Education and training,Female,Working proprietors,800,
Dec-00,Education and training,Male,Working proprietors,500,
Dec-00,Education and training,Female,Working proprietors,800,
Sep-00,Education and training,Male,Working proprietors,500,
Sep-00,Education and training,Female,Working proprietors,800,
Jun-00,Education and training,Male,Working proprietors,400,
Jun-00,Education and training,Female,Working proprietors,700,
Mar-00,Education and training,Male,Working proprietors,400,
Mar-00,Education and training,Female,Working proprietors,500,
Sep-15,Accommodation and food services,Male,Part time employees,24100,
Sep-15,Accommodation and food services,Female,Part time employees,46000,
Jun-15,Accommodation and food services,Male,Part time employees,22900,
Jun-15,Accommodation and food services,Female,Part time employees,44800,
Mar-15,Accommodation and food services,Male,Part time employees,23400,
Mar-15,Accommodation and food services,Female,Part time employees,49000,
Dec-14,Accommodation and food services,Male,Part time employees,23300,
Dec-14,Accommodation and food services,Female,Part time employees,47600,
Sep-14,Accommodation and food services,Male,Part time employees,22000,
Sep-14,Accommodation and food services,Female,Part time employees,45300,
Jun-14,Accommodation and food services,Male,Part time employees,22100,
Jun-14,Accommodation and food services,Female,Part time employees,44000,
Mar-14,Accommodation and food services,Male,Part time employees,20800,
Mar-14,Accommodation and food services,Female,Part time employees,41300,
Dec-13,Accommodation and food services,Male,Part time employees,21700,
Dec-13,Accommodation and food services,Female,Part time employees,39900,
Sep-13,Accommodation and food services,Male,Part time employees,20700,
Sep-13,Accommodation and food services,Female,Part time employees,39400,
Jun-13,Accommodation and food services,Male,Part time employees,21500,
Jun-13,Accommodation and food services,Female,Part time employees,42300,
Mar-13,Accommodation and food services,Male,Part time employees,20400,
Mar-13,Accommodation and food services,Female,Part time employees,43900,
Dec-12,Accommodation and food services,Male,Part time employees,22800,
Dec-12,Accommodation and food services,Female,Part time employees,44300,
Sep-12,Accommodation and food services,Male,Part time employees,23800,
Sep-12,Accommodation and food services,Female,Part time employees,47200,
Jun-12,Accommodation and food services,Male,Part time employees,23600,
Jun-12,Accommodation and food services,Female,Part time employees,46100,
Mar-12,Accommodation and food services,Male,Part time employees,22100,
Mar-12,Accommodation and food services,Female,Part time employees,44400,
Dec-11,Accommodation and food services,Male,Part time employees,23400,
Dec-11,Accommodation and food services,Female,Part time employees,44100,
Sep-11,Accommodation and food services,Male,Part time employees,21600,
Sep-11,Accommodation and food services,Female,Part time employees,42000,
Jun-11,Accommodation and food services,Male,Part time employees,21900,
Jun-11,Accommodation and food services,Female,Part time employees,44000,
Mar-11,Accommodation and food services,Male,Part time employees,23700,
Mar-11,Accommodation and food services,Female,Part time employees,44200,
Dec-10,Accommodation and food services,Male,Part time employees,23200,
Dec-10,Accommodation and food services,Female,Part time employees,43100,
Sep-10,Accommodation and food services,Male,Part time employees,24200,
Sep-10,Accommodation and food services,Female,Part time employees,43800,
Jun-10,Accommodation and food services,Male,Part time employees,25200,
Jun-10,Accommodation and food services,Female,Part time employees,45900,
Mar-10,Accommodation and food services,Male,Part time employees,26000,
Mar-10,Accommodation and food services,Female,Part time employees,45900,
Dec-09,Accommodation and food services,Male,Part time employees,24200,
Dec-09,Accommodation and food services,Female,Part time employees,44300,
Sep-09,Accommodation and food services,Male,Part time employees,24700,
Sep-09,Accommodation and food services,Female,Part time employees,40600,
Jun-09,Accommodation and food services,Male,Part time employees,24400,
Jun-09,Accommodation and food services,Female,Part time employees,43500,
Mar-09,Accommodation and food services,Male,Part time employees,25100,
Mar-09,Accommodation and food services,Female,Part time employees,45900,
Dec-08,Accommodation and food services,Male,Part time employees,26800,
Dec-08,Accommodation and food services,Female,Part time employees,51100,
Sep-08,Accommodation and food services,Male,Part time employees,26200,
Sep-08,Accommodation and food services,Female,Part time employees,47900,
Jun-08,Accommodation and food services,Male,Part time employees,27300,
Jun-08,Accommodation and food services,Female,Part time employees,49900,
Mar-08,Accommodation and food services,Male,Part time employees,26200,
Mar-08,Accommodation and food services,Female,Part time employees,47900,
Dec-07,Accommodation and food services,Male,Part time employees,26900,
Dec-07,Accommodation and food services,Female,Part time employees,50200,
Sep-07,Accommodation and food services,Male,Part time employees,25600,
Sep-07,Accommodation and food services,Female,Part time employees,46800,
Jun-07,Accommodation and food services,Male,Part time employees,25800,
Jun-07,Accommodation and food services,Female,Part time employees,49000,
Mar-07,Accommodation and food services,Male,Part time employees,24700,
Mar-07,Accommodation and food services,Female,Part time employees,49500,
Dec-06,Accommodation and food services,Male,Part time employees,25500,
Dec-06,Accommodation and food services,Female,Part time employees,46800,
Sep-06,Accommodation and food services,Male,Part time employees,25100,
Sep-06,Accommodation and food services,Female,Part time employees,47300,
Jun-06,Accommodation and food services,Male,Part time employees,25700,
Jun-06,Accommodation and food services,Female,Part time employees,45000,
Mar-06,Accommodation and food services,Male,Part time employees,27500,
Mar-06,Accommodation and food services,Female,Part time employees,51800,
Dec-05,Accommodation and food services,Male,Part time employees,23300,
Dec-05,Accommodation and food services,Female,Part time employees,47000,
Sep-05,Accommodation and food services,Male,Part time employees,22600,
Sep-05,Accommodation and food services,Female,Part time employees,45200,
Jun-05,Accommodation and food services,Male,Part time employees,22800,
Jun-05,Accommodation and food services,Female,Part time employees,45200,
Mar-05,Accommodation and food services,Male,Part time employees,22200,
Mar-05,Accommodation and food services,Female,Part time employees,46000,
Dec-04,Accommodation and food services,Male,Part time employees,20900,
Dec-04,Accommodation and food services,Female,Part time employees,49800,
Sep-04,Accommodation and food services,Male,Part time employees,19500,
Sep-04,Accommodation and food services,Female,Part time employees,43800,
Jun-04,Accommodation and food services,Male,Part time employees,19700,
Jun-04,Accommodation and food services,Female,Part time employees,43800,
Mar-04,Accommodation and food services,Male,Part time employees,21100,
Mar-04,Accommodation and food services,Female,Part time employees,46300,
Dec-03,Accommodation and food services,Male,Part time employees,19800,
Dec-03,Accommodation and food services,Female,Part time employees,45000,
Sep-03,Accommodation and food services,Male,Part time employees,20400,
Sep-03,Accommodation and food services,Female,Part time employees,42700,
Jun-03,Accommodation and food services,Male,Part time employees,20200,
Jun-03,Accommodation and food services,Female,Part time employees,44000,
Mar-03,Accommodation and food services,Male,Part time employees,19200,
Mar-03,Accommodation and food services,Female,Part time employees,46000,
Dec-02,Accommodation and food services,Male,Part time employees,21100,
Dec-02,Accommodation and food services,Female,Part time employees,47200,
Sep-02,Accommodation and food services,Male,Part time employees,20300,
Sep-02,Accommodation and food services,Female,Part time employees,43200,
Jun-02,Accommodation and food services,Male,Part time employees,23000,
Jun-02,Accommodation and food services,Female,Part time employees,45100,
Mar-02,Accommodation and food services,Male,Part time employees,20000,
Mar-02,Accommodation and food services,Female,Part time employees,44300,
Dec-01,Accommodation and food services,Male,Part time employees,20200,
Dec-01,Accommodation and food services,Female,Part time employees,42500,
Sep-01,Accommodation and food services,Male,Part time employees,19600,
Sep-01,Accommodation and food services,Female,Part time employees,41100,
Jun-01,Accommodation and food services,Male,Part time employees,21700,
Jun-01,Accommodation and food services,Female,Part time employees,40000,
Mar-01,Accommodation and food services,Male,Part time employees,21200,
Mar-01,Accommodation and food services,Female,Part time employees,42900,
Dec-00,Accommodation and food services,Male,Part time employees,21000,
Dec-00,Accommodation and food services,Female,Part time employees,44700,
Sep-00,Accommodation and food services,Male,Part time employees,20400,
Sep-00,Accommodation and food services,Female,Part time employees,43200,
Jun-00,Accommodation and food services,Male,Part time employees,21000,
Jun-00,Accommodation and food services,Female,Part time employees,39400,
Mar-00,Accommodation and food services,Male,Part time employees,21700,
Mar-00,Accommodation and food services,Female,Part time employees,39600,
Sep-15,Information media and telecommunications,Male,Part time employees,1600,
Sep-15,Information media and telecommunications,Female,Part time employees,2900,
Jun-15,Information media and telecommunications,Male,Part time employees,1700,
Jun-15,Information media and telecommunications,Female,Part time employees,3200,
Mar-15,Information media and telecommunications,Male,Part time employees,1700,
Mar-15,Information media and telecommunications,Female,Part time employees,3100,
Dec-14,Information media and telecommunications,Male,Part time employees,1900,
Dec-14,Information media and telecommunications,Female,Part time employees,3600,
Sep-14,Information media and telecommunications,Male,Part time employees,1700,
Sep-14,Information media and telecommunications,Female,Part time employees,3500,
Jun-14,Information media and telecommunications,Male,Part time employees,1900,
Jun-14,Information media and telecommunications,Female,Part time employees,3500,
Mar-14,Information media and telecommunications,Male,Part time employees,1800,
Mar-14,Information media and telecommunications,Female,Part time employees,3700,
Dec-13,Information media and telecommunications,Male,Part time employees,1900,
Dec-13,Information media and telecommunications,Female,Part time employees,3800,
Sep-13,Information media and telecommunications,Male,Part time employees,2200,
Sep-13,Information media and telecommunications,Female,Part time employees,4100,
Jun-13,Information media and telecommunications,Male,Part time employees,2100,
Jun-13,Information media and telecommunications,Female,Part time employees,3700,
Mar-13,Information media and telecommunications,Male,Part time employees,2000,
Mar-13,Information media and telecommunications,Female,Part time employees,3700,
Dec-12,Information media and telecommunications,Male,Part time employees,2100,
Dec-12,Information media and telecommunications,Female,Part time employees,3900,
Sep-12,Information media and telecommunications,Male,Part time employees,2300,
Sep-12,Information media and telecommunications,Female,Part time employees,4000,
Jun-12,Information media and telecommunications,Male,Part time employees,2700,
Jun-12,Information media and telecommunications,Female,Part time employees,4300,
Mar-12,Information media and telecommunications,Male,Part time employees,2300,
Mar-12,Information media and telecommunications,Female,Part time employees,3900,
Dec-11,Information media and telecommunications,Male,Part time employees,2100,
Dec-11,Information media and telecommunications,Female,Part time employees,4100,
Sep-11,Information media and telecommunications,Male,Part time employees,2500,
Sep-11,Information media and telecommunications,Female,Part time employees,4300,
Jun-11,Information media and telecommunications,Male,Part time employees,2500,
Jun-11,Information media and telecommunications,Female,Part time employees,4500,
Mar-11,Information media and telecommunications,Male,Part time employees,2400,
Mar-11,Information media and telecommunications,Female,Part time employees,4400,
Dec-10,Information media and telecommunications,Male,Part time employees,2300,
Dec-10,Information media and telecommunications,Female,Part time employees,4600,
Sep-10,Information media and telecommunications,Male,Part time employees,2200,
Sep-10,Information media and telecommunications,Female,Part time employees,4400,
Jun-10,Information media and telecommunications,Male,Part time employees,2400,
Jun-10,Information media and telecommunications,Female,Part time employees,4700,
Mar-10,Information media and telecommunications,Male,Part time employees,2300,
Mar-10,Information media and telecommunications,Female,Part time employees,4600,
Dec-09,Information media and telecommunications,Male,Part time employees,2500,
Dec-09,Information media and telecommunications,Female,Part time employees,4900,
Sep-09,Information media and telecommunications,Male,Part time employees,2500,
Sep-09,Information media and telecommunications,Female,Part time employees,4700,
Jun-09,Information media and telecommunications,Male,Part time employees,2600,
Jun-09,Information media and telecommunications,Female,Part time employees,4900,
Mar-09,Information media and telecommunications,Male,Part time employees,2500,
Mar-09,Information media and telecommunications,Female,Part time employees,5200,
Dec-08,Information media and telecommunications,Male,Part time employees,2300,
Dec-08,Information media and telecommunications,Female,Part time employees,5200,
Sep-08,Information media and telecommunications,Male,Part time employees,2600,
Sep-08,Information media and telecommunications,Female,Part time employees,5400,
Jun-08,Information media and telecommunications,Male,Part time employees,2600,
Jun-08,Information media and telecommunications,Female,Part time employees,5400,
Mar-08,Information media and telecommunications,Male,Part time employees,2500,
Mar-08,Information media and telecommunications,Female,Part time employees,5200,
Dec-07,Information media and telecommunications,Male,Part time employees,2500,
Dec-07,Information media and telecommunications,Female,Part time employees,5200,
Sep-07,Information media and telecommunications,Male,Part time employees,2500,
Sep-07,Information media and telecommunications,Female,Part time employees,5400,
Jun-07,Information media and telecommunications,Male,Part time employees,2300,
Jun-07,Information media and telecommunications,Female,Part time employees,5000,
Mar-07,Information media and telecommunications,Male,Part time employees,2400,
Mar-07,Information media and telecommunications,Female,Part time employees,4900,
Dec-06,Information media and telecommunications,Male,Part time employees,2600,
Dec-06,Information media and telecommunications,Female,Part time employees,5200,
Sep-06,Information media and telecommunications,Male,Part time employees,2200,
Sep-06,Information media and telecommunications,Female,Part time employees,5200,
Jun-06,Information media and telecommunications,Male,Part time employees,2100,
Jun-06,Information media and telecommunications,Female,Part time employees,4800,
Mar-06,Information media and telecommunications,Male,Part time employees,2300,
Mar-06,Information media and telecommunications,Female,Part time employees,4800,
Dec-05,Information media and telecommunications,Male,Part time employees,2300,
Dec-05,Information media and telecommunications,Female,Part time employees,4800,
Sep-05,Information media and telecommunications,Male,Part time employees,2200,
Sep-05,Information media and telecommunications,Female,Part time employees,4700,
Jun-05,Information media and telecommunications,Male,Part time employees,2200,
Jun-05,Information media and telecommunications,Female,Part time employees,4600,
Mar-05,Information media and telecommunications,Male,Part time employees,2200,
Mar-05,Information media and telecommunications,Female,Part time employees,4500,
Dec-04,Information media and telecommunications,Male,Part time employees,2100,
Dec-04,Information media and telecommunications,Female,Part time employees,4400,
Sep-04,Information media and telecommunications,Male,Part time employees,2200,
Sep-04,Information media and telecommunications,Female,Part time employees,4300,
Jun-04,Information media and telecommunications,Male,Part time employees,2500,
Jun-04,Information media and telecommunications,Female,Part time employees,4500,
Mar-04,Information media and telecommunications,Male,Part time employees,2200,
Mar-04,Information media and telecommunications,Female,Part time employees,4300,
Dec-03,Information media and telecommunications,Male,Part time employees,2300,
Dec-03,Information media and telecommunications,Female,Part time employees,4400,
Sep-03,Information media and telecommunications,Male,Part time employees,2200,
Sep-03,Information media and telecommunications,Female,Part time employees,4400,
Jun-03,Information media and telecommunications,Male,Part time employees,2300,
Jun-03,Information media and telecommunications,Female,Part time employees,4300,
Mar-03,Information media and telecommunications,Male,Part time employees,2300,
Mar-03,Information media and telecommunications,Female,Part time employees,4400,
Dec-02,Information media and telecommunications,Male,Part time employees,2300,
Dec-02,Information media and telecommunications,Female,Part time employees,4400,
Sep-02,Information media and telecommunications,Male,Part time employees,2400,
Sep-02,Information media and telecommunications,Female,Part time employees,4600,
Jun-02,Information media and telecommunications,Male,Part time employees,2300,
Jun-02,Information media and telecommunications,Female,Part time employees,4400,
Mar-02,Information media and telecommunications,Male,Part time employees,2500,
Mar-02,Information media and telecommunications,Female,Part time employees,4100,
Dec-01,Information media and telecommunications,Male,Part time employees,2600,
Dec-01,Information media and telecommunications,Female,Part time employees,4800,
Sep-01,Information media and telecommunications,Male,Part time employees,2500,
Sep-01,Information media and telecommunications,Female,Part time employees,4500,
Jun-01,Information media and telecommunications,Male,Part time employees,2300,
Jun-01,Information media and telecommunications,Female,Part time employees,4500,
Mar-01,Information media and telecommunications,Male,Part time employees,2500,
Mar-01,Information media and telecommunications,Female,Part time employees,4300,
Dec-00,Information media and telecommunications,Male,Part time employees,2400,
Dec-00,Information media and telecommunications,Female,Part time employees,4500,
Sep-00,Information media and telecommunications,Male,Part time employees,2200,
Sep-00,Information media and telecommunications,Female,Part time employees,4300,
Jun-00,Information media and telecommunications,Male,Part time employees,2200,
Jun-00,Information media and telecommunications,Female,Part time employees,4300,
Mar-00,Information media and telecommunications,Male,Part time employees,2200,
Mar-00,Information media and telecommunications,Female,Part time employees,4200,
Sep-15,"Professional, scientific, technical, administrative and support services",Male,Part time employees,23700,
Sep-15,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34100,
Jun-15,"Professional, scientific, technical, administrative and support services",Male,Part time employees,23800,
Jun-15,"Professional, scientific, technical, administrative and support services",Female,Part time employees,33900,
Mar-15,"Professional, scientific, technical, administrative and support services",Male,Part time employees,23500,
Mar-15,"Professional, scientific, technical, administrative and support services",Female,Part time employees,35300,
Dec-14,"Professional, scientific, technical, administrative and support services",Male,Part time employees,21700,
Dec-14,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34400,
Sep-14,"Professional, scientific, technical, administrative and support services",Male,Part time employees,24100,
Sep-14,"Professional, scientific, technical, administrative and support services",Female,Part time employees,35500,
Jun-14,"Professional, scientific, technical, administrative and support services",Male,Part time employees,24900,
Jun-14,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34800,
Mar-14,"Professional, scientific, technical, administrative and support services",Male,Part time employees,23600,
Mar-14,"Professional, scientific, technical, administrative and support services",Female,Part time employees,35100,
Dec-13,"Professional, scientific, technical, administrative and support services",Male,Part time employees,21400,
Dec-13,"Professional, scientific, technical, administrative and support services",Female,Part time employees,35300,
Sep-13,"Professional, scientific, technical, administrative and support services",Male,Part time employees,21000,
Sep-13,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34700,
Jun-13,"Professional, scientific, technical, administrative and support services",Male,Part time employees,22900,
Jun-13,"Professional, scientific, technical, administrative and support services",Female,Part time employees,35100,
Mar-13,"Professional, scientific, technical, administrative and support services",Male,Part time employees,22400,
Mar-13,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34800,
Dec-12,"Professional, scientific, technical, administrative and support services",Male,Part time employees,18600,
Dec-12,"Professional, scientific, technical, administrative and support services",Female,Part time employees,35400,
Sep-12,"Professional, scientific, technical, administrative and support services",Male,Part time employees,18100,
Sep-12,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34100,
Jun-12,"Professional, scientific, technical, administrative and support services",Male,Part time employees,20700,
Jun-12,"Professional, scientific, technical, administrative and support services",Female,Part time employees,37400,
Mar-12,"Professional, scientific, technical, administrative and support services",Male,Part time employees,21900,
Mar-12,"Professional, scientific, technical, administrative and support services",Female,Part time employees,38500,
Dec-11,"Professional, scientific, technical, administrative and support services",Male,Part time employees,22900,
Dec-11,"Professional, scientific, technical, administrative and support services",Female,Part time employees,40600,
Sep-11,"Professional, scientific, technical, administrative and support services",Male,Part time employees,22700,
Sep-11,"Professional, scientific, technical, administrative and support services",Female,Part time employees,40500,
Jun-11,"Professional, scientific, technical, administrative and support services",Male,Part time employees,22000,
Jun-11,"Professional, scientific, technical, administrative and support services",Female,Part time employees,40000,
Mar-11,"Professional, scientific, technical, administrative and support services",Male,Part time employees,22800,
Mar-11,"Professional, scientific, technical, administrative and support services",Female,Part time employees,38900,
Dec-10,"Professional, scientific, technical, administrative and support services",Male,Part time employees,20900,
Dec-10,"Professional, scientific, technical, administrative and support services",Female,Part time employees,38600,
Sep-10,"Professional, scientific, technical, administrative and support services",Male,Part time employees,20700,
Sep-10,"Professional, scientific, technical, administrative and support services",Female,Part time employees,37800,
Jun-10,"Professional, scientific, technical, administrative and support services",Male,Part time employees,19600,
Jun-10,"Professional, scientific, technical, administrative and support services",Female,Part time employees,38300,
Mar-10,"Professional, scientific, technical, administrative and support services",Male,Part time employees,19300,
Mar-10,"Professional, scientific, technical, administrative and support services",Female,Part time employees,35900,
Dec-09,"Professional, scientific, technical, administrative and support services",Male,Part time employees,20200,
Dec-09,"Professional, scientific, technical, administrative and support services",Female,Part time employees,37100,
Sep-09,"Professional, scientific, technical, administrative and support services",Male,Part time employees,17500,
Sep-09,"Professional, scientific, technical, administrative and support services",Female,Part time employees,36800,
Jun-09,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16900,
Jun-09,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34200,
Mar-09,"Professional, scientific, technical, administrative and support services",Male,Part time employees,17000,
Mar-09,"Professional, scientific, technical, administrative and support services",Female,Part time employees,33600,
Dec-08,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16600,
Dec-08,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34900,
Sep-08,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16600,
Sep-08,"Professional, scientific, technical, administrative and support services",Female,Part time employees,36400,
Jun-08,"Professional, scientific, technical, administrative and support services",Male,Part time employees,18100,
Jun-08,"Professional, scientific, technical, administrative and support services",Female,Part time employees,37900,
Mar-08,"Professional, scientific, technical, administrative and support services",Male,Part time employees,18300,
Mar-08,"Professional, scientific, technical, administrative and support services",Female,Part time employees,36300,
Dec-07,"Professional, scientific, technical, administrative and support services",Male,Part time employees,18400,
Dec-07,"Professional, scientific, technical, administrative and support services",Female,Part time employees,40900,
Sep-07,"Professional, scientific, technical, administrative and support services",Male,Part time employees,18300,
Sep-07,"Professional, scientific, technical, administrative and support services",Female,Part time employees,40700,
Jun-07,"Professional, scientific, technical, administrative and support services",Male,Part time employees,17500,
Jun-07,"Professional, scientific, technical, administrative and support services",Female,Part time employees,39800,
Mar-07,"Professional, scientific, technical, administrative and support services",Male,Part time employees,17900,
Mar-07,"Professional, scientific, technical, administrative and support services",Female,Part time employees,38300,
Dec-06,"Professional, scientific, technical, administrative and support services",Male,Part time employees,17600,
Dec-06,"Professional, scientific, technical, administrative and support services",Female,Part time employees,40000,
Sep-06,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16700,
Sep-06,"Professional, scientific, technical, administrative and support services",Female,Part time employees,38600,
Jun-06,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16700,
Jun-06,"Professional, scientific, technical, administrative and support services",Female,Part time employees,38000,
Mar-06,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16000,
Mar-06,"Professional, scientific, technical, administrative and support services",Female,Part time employees,39500,
Dec-05,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16900,
Dec-05,"Professional, scientific, technical, administrative and support services",Female,Part time employees,42500,
Sep-05,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16600,
Sep-05,"Professional, scientific, technical, administrative and support services",Female,Part time employees,43100,
Jun-05,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16400,
Jun-05,"Professional, scientific, technical, administrative and support services",Female,Part time employees,42000,
Mar-05,"Professional, scientific, technical, administrative and support services",Male,Part time employees,17000,
Mar-05,"Professional, scientific, technical, administrative and support services",Female,Part time employees,42900,
Dec-04,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16700,
Dec-04,"Professional, scientific, technical, administrative and support services",Female,Part time employees,43400,
Sep-04,"Professional, scientific, technical, administrative and support services",Male,Part time employees,15200,
Sep-04,"Professional, scientific, technical, administrative and support services",Female,Part time employees,42400,
Jun-04,"Professional, scientific, technical, administrative and support services",Male,Part time employees,14200,
Jun-04,"Professional, scientific, technical, administrative and support services",Female,Part time employees,38000,
Mar-04,"Professional, scientific, technical, administrative and support services",Male,Part time employees,14200,
Mar-04,"Professional, scientific, technical, administrative and support services",Female,Part time employees,36100,
Dec-03,"Professional, scientific, technical, administrative and support services",Male,Part time employees,15500,
Dec-03,"Professional, scientific, technical, administrative and support services",Female,Part time employees,40600,
Sep-03,"Professional, scientific, technical, administrative and support services",Male,Part time employees,14900,
Sep-03,"Professional, scientific, technical, administrative and support services",Female,Part time employees,40800,
Jun-03,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16500,
Jun-03,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34300,
Mar-03,"Professional, scientific, technical, administrative and support services",Male,Part time employees,14000,
Mar-03,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34800,
