Quarter,Industry,Sex,Employment status,Value,Flags
Dec-02,"Professional, scientific, technical, administrative and support services",Male,Part time employees,14200,
Dec-02,"Professional, scientific, technical, administrative and support services",Female,Part time employees,36300,
Sep-02,"Professional, scientific, technical, administrative and support services",Male,Part time employees,14300,
Sep-02,"Professional, scientific, technical, administrative and support services",Female,Part time employees,35600,
Jun-02,"Professional, scientific, technical, administrative and support services",Male,Part time employees,14500,
Jun-02,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34500,
Mar-02,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16600,
Mar-02,"Professional, scientific, technical, administrative and support services",Female,Part time employees,33000,
Dec-01,"Professional, scientific, technical, administrative and support services",Male,Part time employees,17000,
Dec-01,"Professional, scientific, technical, administrative and support services",Female,Part time employees,33800,
Sep-01,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16600,
Sep-01,"Professional, scientific, technical, administrative and support services",Female,Part time employees,32900,
Jun-01,"Professional, scientific, technical, administrative and support services",Male,Part time employees,16500,
Jun-01,"Professional, scientific, technical, administrative and support services",Female,Part time employees,33000,
Mar-01,"Professional, scientific, technical, administrative and support services",Male,Part time employees,18500,
Mar-01,"Professional, scientific, technical, administrative and support services",Female,Part time employees,36500,
Dec-00,"Professional, scientific, technical, administrative and support services",Male,Part time employees,18600,
Dec-00,"Professional, scientific, technical, administrative and support services",Female,Part time employees,34500,
Sep-00,"Professional, scientific, technical, administrative and support services",Male,Part time employees,15100,
Sep-00,"Professional, scientific, technical, administrative and support services",Female,Part time employees,33000,
Jun-00,"Professional, scientific, technical, administrative and support services",Male,Part time employees,15600,
Jun-00,"Professional, scientific, technical, administrative and support services",Female,Part time employees,33400,
Mar-00,"Professional, scientific, technical, administrative and support services",Male,Part time employees,14800,
Mar-00,"Professional, scientific, technical, administrative and support services",Female,Part time employees,30500,
Sep-15,Education and training,Male,Part time employees,10800,
Sep-15,Education and training,Female,Part time employees,42100,
Jun-15,Education and training,Male,Part time employees,11100,
Jun-15,Education and training,Female,Part time employees,40700,
Mar-15,Education and training,Male,Part time employees,7400,
Mar-15,Education and training,Female,Part time employees,27200,
Dec-14,Education and training,Male,Part time employees,11900,
Dec-14,Education and training,Female,Part time employees,43400,
Sep-14,Education and training,Male,Part time employees,12600,
Sep-14,Education and training,Female,Part time employees,42200,
Jun-14,Education and training,Male,Part time employees,11000,
Jun-14,Education and training,Female,Part time employees,40500,
Mar-14,Education and training,Male,Part time employees,7500,
Mar-14,Education and training,Female,Part time employees,30100,
Dec-13,Education and training,Male,Part time employees,11200,
Dec-13,Education and training,Female,Part time employees,43600,
Sep-13,Education and training,Male,Part time employees,12200,
Sep-13,Education and training,Female,Part time employees,45100,
Jun-13,Education and training,Male,Part time employees,11200,
Jun-13,Education and training,Female,Part time employees,41900,
Mar-13,Education and training,Male,Part time employees,7000,
Mar-13,Education and training,Female,Part time employees,28300,
Dec-12,Education and training,Male,Part time employees,10000,
Dec-12,Education and training,Female,Part time employees,41100,
Sep-12,Education and training,Male,Part time employees,9800,
Sep-12,Education and training,Female,Part time employees,40600,
Jun-12,Education and training,Male,Part time employees,10800,
Jun-12,Education and training,Female,Part time employees,42600,
Mar-12,Education and training,Male,Part time employees,6800,
Mar-12,Education and training,Female,Part time employees,26300,
Dec-11,Education and training,Male,Part time employees,10000,
Dec-11,Education and training,Female,Part time employees,42500,
Sep-11,Education and training,Male,Part time employees,11400,
Sep-11,Education and training,Female,Part time employees,41300,
Jun-11,Education and training,Male,Part time employees,11600,
Jun-11,Education and training,Female,Part time employees,43500,
Mar-11,Education and training,Male,Part time employees,7500,
Mar-11,Education and training,Female,Part time employees,28600,
Dec-10,Education and training,Male,Part time employees,11200,
Dec-10,Education and training,Female,Part time employees,43400,
Sep-10,Education and training,Male,Part time employees,11700,
Sep-10,Education and training,Female,Part time employees,42600,
Jun-10,Education and training,Male,Part time employees,11700,
Jun-10,Education and training,Female,Part time employees,40800,
Mar-10,Education and training,Male,Part time employees,7700,
Mar-10,Education and training,Female,Part time employees,26600,
Dec-09,Education and training,Male,Part time employees,10300,
Dec-09,Education and training,Female,Part time employees,42900,
Sep-09,Education and training,Male,Part time employees,11900,
Sep-09,Education and training,Female,Part time employees,43400,
Jun-09,Education and training,Male,Part time employees,11900,
Jun-09,Education and training,Female,Part time employees,43600,
Mar-09,Education and training,Male,Part time employees,7900,
Mar-09,Education and training,Female,Part time employees,27800,
Dec-08,Education and training,Male,Part time employees,11200,
Dec-08,Education and training,Female,Part time employees,42500,
Sep-08,Education and training,Male,Part time employees,12100,
Sep-08,Education and training,Female,Part time employees,43700,
Jun-08,Education and training,Male,Part time employees,12700,
Jun-08,Education and training,Female,Part time employees,42300,
Mar-08,Education and training,Male,Part time employees,7200,
Mar-08,Education and training,Female,Part time employees,27900,
Dec-07,Education and training,Male,Part time employees,11700,
Dec-07,Education and training,Female,Part time employees,43800,
Sep-07,Education and training,Male,Part time employees,12300,
Sep-07,Education and training,Female,Part time employees,44100,
Jun-07,Education and training,Male,Part time employees,11900,
Jun-07,Education and training,Female,Part time employees,42300,
Mar-07,Education and training,Male,Part time employees,7000,
Mar-07,Education and training,Female,Part time employees,24000,
Dec-06,Education and training,Male,Part time employees,10900,
Dec-06,Education and training,Female,Part time employees,42000,
Sep-06,Education and training,Male,Part time employees,11000,
Sep-06,Education and training,Female,Part time employees,42000,
Jun-06,Education and training,Male,Part time employees,10500,
Jun-06,Education and training,Female,Part time employees,40300,
Mar-06,Education and training,Male,Part time employees,6700,
Mar-06,Education and training,Female,Part time employees,24700,
Dec-05,Education and training,Male,Part time employees,10900,
Dec-05,Education and training,Female,Part time employees,43600,
Sep-05,Education and training,Male,Part time employees,11500,
Sep-05,Education and training,Female,Part time employees,42700,
Jun-05,Education and training,Male,Part time employees,10800,
Jun-05,Education and training,Female,Part time employees,30700,
Mar-05,Education and training,Male,Part time employees,7500,
Mar-05,Education and training,Female,Part time employees,30400,
Dec-04,Education and training,Male,Part time employees,10700,
Dec-04,Education and training,Female,Part time employees,43700,
Sep-04,Education and training,Male,Part time employees,11600,
Sep-04,Education and training,Female,Part time employees,44100,
Jun-04,Education and training,Male,Part time employees,11400,
Jun-04,Education and training,Female,Part time employees,41000,
Mar-04,Education and training,Male,Part time employees,7400,
Mar-04,Education and training,Female,Part time employees,32000,
Dec-03,Education and training,Male,Part time employees,11800,
Dec-03,Education and training,Female,Part time employees,43800,
Sep-03,Education and training,Male,Part time employees,12100,
Sep-03,Education and training,Female,Part time employees,44000,
Jun-03,Education and training,Male,Part time employees,11700,
Jun-03,Education and training,Female,Part time employees,42400,
Mar-03,Education and training,Male,Part time employees,8100,
Mar-03,Education and training,Female,Part time employees,33000,
Dec-02,Education and training,Male,Part time employees,10900,
Dec-02,Education and training,Female,Part time employees,40600,
Sep-02,Education and training,Male,Part time employees,11700,
Sep-02,Education and training,Female,Part time employees,39900,
Jun-02,Education and training,Male,Part time employees,10800,
Jun-02,Education and training,Female,Part time employees,39400,
Mar-02,Education and training,Male,Part time employees,7500,
Mar-02,Education and training,Female,Part time employees,30800,
Dec-01,Education and training,Male,Part time employees,10900,
Dec-01,Education and training,Female,Part time employees,40200,
Sep-01,Education and training,Male,Part time employees,10500,
Sep-01,Education and training,Female,Part time employees,39800,
Jun-01,Education and training,Male,Part time employees,10700,
Jun-01,Education and training,Female,Part time employees,38800,
Mar-01,Education and training,Male,Part time employees,7500,
Mar-01,Education and training,Female,Part time employees,32000,
Dec-00,Education and training,Male,Part time employees,11200,
Dec-00,Education and training,Female,Part time employees,41800,
Sep-00,Education and training,Male,Part time employees,11800,
Sep-00,Education and training,Female,Part time employees,41300,
Jun-00,Education and training,Male,Part time employees,11300,
Jun-00,Education and training,Female,Part time employees,40700,
Mar-00,Education and training,Male,Part time employees,9300,
Mar-00,Education and training,Female,Part time employees,35300,
Sep-15,Accommodation and food services,Male,Full time employees,20700,
Sep-15,Accommodation and food services,Female,Full time employees,25300,
Jun-15,Accommodation and food services,Male,Full time employees,20600,
Jun-15,Accommodation and food services,Female,Full time employees,24300,
Mar-15,Accommodation and food services,Male,Full time employees,22200,
Mar-15,Accommodation and food services,Female,Full time employees,26300,
Dec-14,Accommodation and food services,Male,Full time employees,20900,
Dec-14,Accommodation and food services,Female,Full time employees,24700,
Sep-14,Accommodation and food services,Male,Full time employees,20900,
Sep-14,Accommodation and food services,Female,Full time employees,24500,
Jun-14,Accommodation and food services,Male,Full time employees,21100,
Jun-14,Accommodation and food services,Female,Full time employees,24500,
Mar-14,Accommodation and food services,Male,Full time employees,20800,
Mar-14,Accommodation and food services,Female,Full time employees,24600,
Dec-13,Accommodation and food services,Male,Full time employees,20000,
Dec-13,Accommodation and food services,Female,Full time employees,22100,
Sep-13,Accommodation and food services,Male,Full time employees,18500,
Sep-13,Accommodation and food services,Female,Full time employees,22200,
Jun-13,Accommodation and food services,Male,Full time employees,18000,
Jun-13,Accommodation and food services,Female,Full time employees,20400,
Mar-13,Accommodation and food services,Male,Full time employees,19300,
Mar-13,Accommodation and food services,Female,Full time employees,20900,
Dec-12,Accommodation and food services,Male,Full time employees,18900,
Dec-12,Accommodation and food services,Female,Full time employees,20600,
Sep-12,Accommodation and food services,Male,Full time employees,18400,
Sep-12,Accommodation and food services,Female,Full time employees,19800,
Jun-12,Accommodation and food services,Male,Full time employees,17100,
Jun-12,Accommodation and food services,Female,Full time employees,18000,
Mar-12,Accommodation and food services,Male,Full time employees,17400,
Mar-12,Accommodation and food services,Female,Full time employees,19600,
Dec-11,Accommodation and food services,Male,Full time employees,17800,
Dec-11,Accommodation and food services,Female,Full time employees,20500,
Sep-11,Accommodation and food services,Male,Full time employees,16900,
Sep-11,Accommodation and food services,Female,Full time employees,18900,
Jun-11,Accommodation and food services,Male,Full time employees,16100,
Jun-11,Accommodation and food services,Female,Full time employees,18400,
Mar-11,Accommodation and food services,Male,Full time employees,18700,
Mar-11,Accommodation and food services,Female,Full time employees,20200,
Dec-10,Accommodation and food services,Male,Full time employees,18100,
Dec-10,Accommodation and food services,Female,Full time employees,21800,
Sep-10,Accommodation and food services,Male,Full time employees,18300,
Sep-10,Accommodation and food services,Female,Full time employees,20000,
Jun-10,Accommodation and food services,Male,Full time employees,18900,
Jun-10,Accommodation and food services,Female,Full time employees,20100,
Mar-10,Accommodation and food services,Male,Full time employees,20100,
Mar-10,Accommodation and food services,Female,Full time employees,24000,
Dec-09,Accommodation and food services,Male,Full time employees,19300,
Dec-09,Accommodation and food services,Female,Full time employees,22400,
Sep-09,Accommodation and food services,Male,Full time employees,18500,
Sep-09,Accommodation and food services,Female,Full time employees,22700,
Jun-09,Accommodation and food services,Male,Full time employees,20400,
Jun-09,Accommodation and food services,Female,Full time employees,21000,
Mar-09,Accommodation and food services,Male,Full time employees,21500,
Mar-09,Accommodation and food services,Female,Full time employees,22500,
Dec-08,Accommodation and food services,Male,Full time employees,20100,
Dec-08,Accommodation and food services,Female,Full time employees,24100,
Sep-08,Accommodation and food services,Male,Full time employees,21500,
Sep-08,Accommodation and food services,Female,Full time employees,22800,
Jun-08,Accommodation and food services,Male,Full time employees,20800,
Jun-08,Accommodation and food services,Female,Full time employees,22300,
Mar-08,Accommodation and food services,Male,Full time employees,21000,
Mar-08,Accommodation and food services,Female,Full time employees,23700,
Dec-07,Accommodation and food services,Male,Full time employees,22800,
Dec-07,Accommodation and food services,Female,Full time employees,24200,
Sep-07,Accommodation and food services,Male,Full time employees,21700,
Sep-07,Accommodation and food services,Female,Full time employees,21900,
Jun-07,Accommodation and food services,Male,Full time employees,20000,
Jun-07,Accommodation and food services,Female,Full time employees,21800,
Mar-07,Accommodation and food services,Male,Full time employees,19400,
Mar-07,Accommodation and food services,Female,Full time employees,23500,
Dec-06,Accommodation and food services,Male,Full time employees,19700,
Dec-06,Accommodation and food services,Female,Full time employees,22800,
Sep-06,Accommodation and food services,Male,Full time employees,17900,
Sep-06,Accommodation and food services,Female,Full time employees,20500,
Jun-06,Accommodation and food services,Male,Full time employees,17900,
Jun-06,Accommodation and food services,Female,Full time employees,21200,
Mar-06,Accommodation and food services,Male,Full time employees,19200,
Mar-06,Accommodation and food services,Female,Full time employees,21300,
Dec-05,Accommodation and food services,Male,Full time employees,19400,
Dec-05,Accommodation and food services,Female,Full time employees,21200,
Sep-05,Accommodation and food services,Male,Full time employees,18000,
Sep-05,Accommodation and food services,Female,Full time employees,20700,
Jun-05,Accommodation and food services,Male,Full time employees,18000,
Jun-05,Accommodation and food services,Female,Full time employees,19900,
Mar-05,Accommodation and food services,Male,Full time employees,18300,
Mar-05,Accommodation and food services,Female,Full time employees,19800,
Dec-04,Accommodation and food services,Male,Full time employees,17500,
Dec-04,Accommodation and food services,Female,Full time employees,18000,
Sep-04,Accommodation and food services,Male,Full time employees,17400,
Sep-04,Accommodation and food services,Female,Full time employees,17200,
Jun-04,Accommodation and food services,Male,Full time employees,16500,
Jun-04,Accommodation and food services,Female,Full time employees,17000,
Mar-04,Accommodation and food services,Male,Full time employees,18700,
Mar-04,Accommodation and food services,Female,Full time employees,18400,
Dec-03,Accommodation and food services,Male,Full time employees,17000,
Dec-03,Accommodation and food services,Female,Full time employees,18400,
Sep-03,Accommodation and food services,Male,Full time employees,16200,
Sep-03,Accommodation and food services,Female,Full time employees,15800,
Jun-03,Accommodation and food services,Male,Full time employees,16800,
Jun-03,Accommodation and food services,Female,Full time employees,16200,
Mar-03,Accommodation and food services,Male,Full time employees,18100,
Mar-03,Accommodation and food services,Female,Full time employees,18600,
Dec-02,Accommodation and food services,Male,Full time employees,17100,
Dec-02,Accommodation and food services,Female,Full time employees,16100,
Sep-02,Accommodation and food services,Male,Full time employees,16500,
Sep-02,Accommodation and food services,Female,Full time employees,15700,
Jun-02,Accommodation and food services,Male,Full time employees,15700,
Jun-02,Accommodation and food services,Female,Full time employees,15800,
Mar-02,Accommodation and food services,Male,Full time employees,16600,
Mar-02,Accommodation and food services,Female,Full time employees,15300,
Dec-01,Accommodation and food services,Male,Full time employees,16700,
Dec-01,Accommodation and food services,Female,Full time employees,15300,
Sep-01,Accommodation and food services,Male,Full time employees,16300,
Sep-01,Accommodation and food services,Female,Full time employees,14700,
Jun-01,Accommodation and food services,Male,Full time employees,16700,
Jun-01,Accommodation and food services,Female,Full time employees,13600,
Mar-01,Accommodation and food services,Male,Full time employees,15300,
Mar-01,Accommodation and food services,Female,Full time employees,14400,
Dec-00,Accommodation and food services,Male,Full time employees,15400,
Dec-00,Accommodation and food services,Female,Full time employees,15000,
Sep-00,Accommodation and food services,Male,Full time employees,14800,
Sep-00,Accommodation and food services,Female,Full time employees,15700,
Jun-00,Accommodation and food services,Male,Full time employees,14200,
Jun-00,Accommodation and food services,Female,Full time employees,15500,
Mar-00,Accommodation and food services,Male,Full time employees,14300,
Mar-00,Accommodation and food services,Female,Full time employees,16300,
Sep-15,Information media and telecommunications,Male,Full time employees,13600,
Sep-15,Information media and telecommunications,Female,Full time employees,11000,
Jun-15,Information media and telecommunications,Male,Full time employees,13300,
Jun-15,Information media and telecommunications,Female,Full time employees,10700,
Mar-15,Information media and telecommunications,Male,Full time employees,13900,
Mar-15,Information media and telecommunications,Female,Full time employees,11200,
Dec-14,Information media and telecommunications,Male,Full time employees,15100,
Dec-14,Information media and telecommunications,Female,Full time employees,11700,
Sep-14,Information media and telecommunications,Male,Full time employees,14000,
Sep-14,Information media and telecommunications,Female,Full time employees,11000,
Jun-14,Information media and telecommunications,Male,Full time employees,14000,
Jun-14,Information media and telecommunications,Female,Full time employees,11400,
Mar-14,Information media and telecommunications,Male,Full time employees,14900,
Mar-14,Information media and telecommunications,Female,Full time employees,11700,
Dec-13,Information media and telecommunications,Male,Full time employees,14800,
Dec-13,Information media and telecommunications,Female,Full time employees,10200,
Sep-13,Information media and telecommunications,Male,Full time employees,14100,
Sep-13,Information media and telecommunications,Female,Full time employees,10700,
Jun-13,Information media and telecommunications,Male,Full time employees,13400,
Jun-13,Information media and telecommunications,Female,Full time employees,10300,
Mar-13,Information media and telecommunications,Male,Full time employees,13800,
Mar-13,Information media and telecommunications,Female,Full time employees,10400,
Dec-12,Information media and telecommunications,Male,Full time employees,13700,
Dec-12,Information media and telecommunications,Female,Full time employees,10400,
Sep-12,Information media and telecommunications,Male,Full time employees,14200,
Sep-12,Information media and telecommunications,Female,Full time employees,11000,
Jun-12,Information media and telecommunications,Male,Full time employees,14100,
Jun-12,Information media and telecommunications,Female,Full time employees,11400,
Mar-12,Information media and telecommunications,Male,Full time employees,13900,
Mar-12,Information media and telecommunications,Female,Full time employees,10900,
Dec-11,Information media and telecommunications,Male,Full time employees,14000,
Dec-11,Information media and telecommunications,Female,Full time employees,11100,
Sep-11,Information media and telecommunications,Male,Full time employees,14200,
Sep-11,Information media and telecommunications,Female,Full time employees,11700,
Jun-11,Information media and telecommunications,Male,Full time employees,14000,
Jun-11,Information media and telecommunications,Female,Full time employees,11700,
Mar-11,Information media and telecommunications,Male,Full time employees,14200,
Mar-11,Information media and telecommunications,Female,Full time employees,11600,
Dec-10,Information media and telecommunications,Male,Full time employees,14400,
Dec-10,Information media and telecommunications,Female,Full time employees,12000,
Sep-10,Information media and telecommunications,Male,Full time employees,14900,
Sep-10,Information media and telecommunications,Female,Full time employees,12000,
Jun-10,Information media and telecommunications,Male,Full time employees,14500,
Jun-10,Information media and telecommunications,Female,Full time employees,11800,
Mar-10,Information media and telecommunications,Male,Full time employees,14000,
Mar-10,Information media and telecommunications,Female,Full time employees,11600,
Dec-09,Information media and telecommunications,Male,Full time employees,14200,
Dec-09,Information media and telecommunications,Female,Full time employees,11400,
Sep-09,Information media and telecommunications,Male,Full time employees,14100,
Sep-09,Information media and telecommunications,Female,Full time employees,11500,
Jun-09,Information media and telecommunications,Male,Full time employees,15100,
Jun-09,Information media and telecommunications,Female,Full time employees,12500,
Mar-09,Information media and telecommunications,Male,Full time employees,15400,
Mar-09,Information media and telecommunications,Female,Full time employees,12800,
Dec-08,Information media and telecommunications,Male,Full time employees,15300,
Dec-08,Information media and telecommunications,Female,Full time employees,12900,
Sep-08,Information media and telecommunications,Male,Full time employees,15000,
Sep-08,Information media and telecommunications,Female,Full time employees,12900,
Jun-08,Information media and telecommunications,Male,Full time employees,15300,
Jun-08,Information media and telecommunications,Female,Full time employees,13100,
Mar-08,Information media and telecommunications,Male,Full time employees,15200,
Mar-08,Information media and telecommunications,Female,Full time employees,13000,
Dec-07,Information media and telecommunications,Male,Full time employees,14500,
Dec-07,Information media and telecommunications,Female,Full time employees,12300,
Sep-07,Information media and telecommunications,Male,Full time employees,14400,
Sep-07,Information media and telecommunications,Female,Full time employees,12000,
Jun-07,Information media and telecommunications,Male,Full time employees,14300,
Jun-07,Information media and telecommunications,Female,Full time employees,12100,
Mar-07,Information media and telecommunications,Male,Full time employees,14300,
Mar-07,Information media and telecommunications,Female,Full time employees,12400,
Dec-06,Information media and telecommunications,Male,Full time employees,14200,
Dec-06,Information media and telecommunications,Female,Full time employees,12100,
Sep-06,Information media and telecommunications,Male,Full time employees,14000,
Sep-06,Information media and telecommunications,Female,Full time employees,12100,
Jun-06,Information media and telecommunications,Male,Full time employees,14400,
Jun-06,Information media and telecommunications,Female,Full time employees,12500,
Mar-06,Information media and telecommunications,Male,Full time employees,14100,
Mar-06,Information media and telecommunications,Female,Full time employees,12300,
Dec-05,Information media and telecommunications,Male,Full time employees,13300,
Dec-05,Information media and telecommunications,Female,Full time employees,11600,
Sep-05,Information media and telecommunications,Male,Full time employees,13200,
Sep-05,Information media and telecommunications,Female,Full time employees,11400,
Jun-05,Information media and telecommunications,Male,Full time employees,12400,
Jun-05,Information media and telecommunications,Female,Full time employees,10700,
Mar-05,Information media and telecommunications,Male,Full time employees,12800,
Mar-05,Information media and telecommunications,Female,Full time employees,11100,
Dec-04,Information media and telecommunications,Male,Full time employees,12400,
Dec-04,Information media and telecommunications,Female,Full time employees,10800,
Sep-04,Information media and telecommunications,Male,Full time employees,12300,
Sep-04,Information media and telecommunications,Female,Full time employees,10500,
Jun-04,Information media and telecommunications,Male,Full time employees,12400,
Jun-04,Information media and telecommunications,Female,Full time employees,10800,
Mar-04,Information media and telecommunications,Male,Full time employees,12300,
Mar-04,Information media and telecommunications,Female,Full time employees,10600,
Dec-03,Information media and telecommunications,Male,Full time employees,11900,
Dec-03,Information media and telecommunications,Female,Full time employees,10100,
Sep-03,Information media and telecommunications,Male,Full time employees,11500,
Sep-03,Information media and telecommunications,Female,Full time employees,9900,
Jun-03,Information media and telecommunications,Male,Full time employees,11600,
Jun-03,Information media and telecommunications,Female,Full time employees,9900,
Mar-03,Information media and telecommunications,Male,Full time employees,11600,
Mar-03,Information media and telecommunications,Female,Full time employees,9900,
Dec-02,Information media and telecommunications,Male,Full time employees,11400,
Dec-02,Information media and telecommunications,Female,Full time employees,9700,
Sep-02,Information media and telecommunications,Male,Full time employees,11000,
Sep-02,Information media and telecommunications,Female,Full time employees,9500,
Jun-02,Information media and telecommunications,Male,Full time employees,11300,
Jun-02,Information media and telecommunications,Female,Full time employees,9900,
Mar-02,Information media and telecommunications,Male,Full time employees,11500,
Mar-02,Information media and telecommunications,Female,Full time employees,9900,
Dec-01,Information media and telecommunications,Male,Full time employees,11100,
Dec-01,Information media and telecommunications,Female,Full time employees,9700,
Sep-01,Information media and telecommunications,Male,Full time employees,10600,
Sep-01,Information media and telecommunications,Female,Full time employees,9500,
Jun-01,Information media and telecommunications,Male,Full time employees,10900,
Jun-01,Information media and telecommunications,Female,Full time employees,9800,
Mar-01,Information media and telecommunications,Male,Full time employees,10700,
Mar-01,Information media and telecommunications,Female,Full time employees,9500,
Dec-00,Information media and telecommunications,Male,Full time employees,10400,
Dec-00,Information media and telecommunications,Female,Full time employees,9400,
Sep-00,Information media and telecommunications,Male,Full time employees,10200,
Sep-00,Information media and telecommunications,Female,Full time employees,9200,
Jun-00,Information media and telecommunications,Male,Full time employees,10500,
Jun-00,Information media and telecommunications,Female,Full time employees,9700,
Mar-00,Information media and telecommunications,Male,Full time employees,10600,
Mar-00,Information media and telecommunications,Female,Full time employees,9300,
Sep-15,"Professional, scientific, technical, administrative and support services",Male,Full time employees,94400,
Sep-15,"Professional, scientific, technical, administrative and support services",Female,Full time employees,72100,
Jun-15,"Professional, scientific, technical, administrative and support services",Male,Full time employees,98700,
Jun-15,"Professional, scientific, technical, administrative and support services",Female,Full time employees,75500,
Mar-15,"Professional, scientific, technical, administrative and support services",Male,Full time employees,95800,
Mar-15,"Professional, scientific, technical, administrative and support services",Female,Full time employees,73600,
Dec-14,"Professional, scientific, technical, administrative and support services",Male,Full time employees,92300,
Dec-14,"Professional, scientific, technical, administrative and support services",Female,Full time employees,71300,
Sep-14,"Professional, scientific, technical, administrative and support services",Male,Full time employees,89700,
Sep-14,"Professional, scientific, technical, administrative and support services",Female,Full time employees,69100,
Jun-14,"Professional, scientific, technical, administrative and support services",Male,Full time employees,97300,
Jun-14,"Professional, scientific, technical, administrative and support services",Female,Full time employees,74400,
Mar-14,"Professional, scientific, technical, administrative and support services",Male,Full time employees,88300,
Mar-14,"Professional, scientific, technical, administrative and support services",Female,Full time employees,70400,
Dec-13,"Professional, scientific, technical, administrative and support services",Male,Full time employees,87000,
Dec-13,"Professional, scientific, technical, administrative and support services",Female,Full time employees,71600,
Sep-13,"Professional, scientific, technical, administrative and support services",Male,Full time employees,86000,
Sep-13,"Professional, scientific, technical, administrative and support services",Female,Full time employees,71400,
Jun-13,"Professional, scientific, technical, administrative and support services",Male,Full time employees,88300,
Jun-13,"Professional, scientific, technical, administrative and support services",Female,Full time employees,77100,
Mar-13,"Professional, scientific, technical, administrative and support services",Male,Full time employees,86500,
Mar-13,"Professional, scientific, technical, administrative and support services",Female,Full time employees,72700,
Dec-12,"Professional, scientific, technical, administrative and support services",Male,Full time employees,81500,
Dec-12,"Professional, scientific, technical, administrative and support services",Female,Full time employees,70300,
Sep-12,"Professional, scientific, technical, administrative and support services",Male,Full time employees,81200,
Sep-12,"Professional, scientific, technical, administrative and support services",Female,Full time employees,69300,
Jun-12,"Professional, scientific, technical, administrative and support services",Male,Full time employees,83600,
Jun-12,"Professional, scientific, technical, administrative and support services",Female,Full time employees,72700,
Mar-12,"Professional, scientific, technical, administrative and support services",Male,Full time employees,82800,
Mar-12,"Professional, scientific, technical, administrative and support services",Female,Full time employees,70400,
Dec-11,"Professional, scientific, technical, administrative and support services",Male,Full time employees,79800,
Dec-11,"Professional, scientific, technical, administrative and support services",Female,Full time employees,67000,
Sep-11,"Professional, scientific, technical, administrative and support services",Male,Full time employees,77200,
Sep-11,"Professional, scientific, technical, administrative and support services",Female,Full time employees,65500,
Jun-11,"Professional, scientific, technical, administrative and support services",Male,Full time employees,77800,
Jun-11,"Professional, scientific, technical, administrative and support services",Female,Full time employees,70000,
Mar-11,"Professional, scientific, technical, administrative and support services",Male,Full time employees,73900,
Mar-11,"Professional, scientific, technical, administrative and support services",Female,Full time employees,66000,
Dec-10,"Professional, scientific, technical, administrative and support services",Male,Full time employees,71500,
Dec-10,"Professional, scientific, technical, administrative and support services",Female,Full time employees,64700,
Sep-10,"Professional, scientific, technical, administrative and support services",Male,Full time employees,73900,
Sep-10,"Professional, scientific, technical, administrative and support services",Female,Full time employees,67000,
Jun-10,"Professional, scientific, technical, administrative and support services",Male,Full time employees,75100,
Jun-10,"Professional, scientific, technical, administrative and support services",Female,Full time employees,69600,
Mar-10,"Professional, scientific, technical, administrative and support services",Male,Full time employees,73500,
Mar-10,"Professional, scientific, technical, administrative and support services",Female,Full time employees,64900,
Dec-09,"Professional, scientific, technical, administrative and support services",Male,Full time employees,75200,
Dec-09,"Professional, scientific, technical, administrative and support services",Female,Full time employees,64100,
Sep-09,"Professional, scientific, technical, administrative and support services",Male,Full time employees,73300,
Sep-09,"Professional, scientific, technical, administrative and support services",Female,Full time employees,65900,
Jun-09,"Professional, scientific, technical, administrative and support services",Male,Full time employees,72700,
Jun-09,"Professional, scientific, technical, administrative and support services",Female,Full time employees,64000,
Mar-09,"Professional, scientific, technical, administrative and support services",Male,Full time employees,72200,
Mar-09,"Professional, scientific, technical, administrative and support services",Female,Full time employees,64700,
Dec-08,"Professional, scientific, technical, administrative and support services",Male,Full time employees,74000,
Dec-08,"Professional, scientific, technical, administrative and support services",Female,Full time employees,63500,
Sep-08,"Professional, scientific, technical, administrative and support services",Male,Full time employees,69700,
Sep-08,"Professional, scientific, technical, administrative and support services",Female,Full time employees,62000,
Jun-08,"Professional, scientific, technical, administrative and support services",Male,Full time employees,66000,
Jun-08,"Professional, scientific, technical, administrative and support services",Female,Full time employees,61500,
Mar-08,"Professional, scientific, technical, administrative and support services",Male,Full time employees,68500,
Mar-08,"Professional, scientific, technical, administrative and support services",Female,Full time employees,65400,
Dec-07,"Professional, scientific, technical, administrative and support services",Male,Full time employees,66600,
Dec-07,"Professional, scientific, technical, administrative and support services",Female,Full time employees,65200,
Sep-07,"Professional, scientific, technical, administrative and support services",Male,Full time employees,64200,
Sep-07,"Professional, scientific, technical, administrative and support services",Female,Full time employees,62200,
Jun-07,"Professional, scientific, technical, administrative and support services",Male,Full time employees,63600,
Jun-07,"Professional, scientific, technical, administrative and support services",Female,Full time employees,61300,
Mar-07,"Professional, scientific, technical, administrative and support services",Male,Full time employees,63900,
Mar-07,"Professional, scientific, technical, administrative and support services",Female,Full time employees,59100,
Dec-06,"Professional, scientific, technical, administrative and support services",Male,Full time employees,64200,
Dec-06,"Professional, scientific, technical, administrative and support services",Female,Full time employees,60000,
Sep-06,"Professional, scientific, technical, administrative and support services",Male,Full time employees,60800,
Sep-06,"Professional, scientific, technical, administrative and support services",Female,Full time employees,57900,
Jun-06,"Professional, scientific, technical, administrative and support services",Male,Full time employees,61400,
